frame_index,epoch_ms,timestamp_iso_utc7
84,1765489102265,2025-12-12T04:38:22.265+07:00
85,1765489102384,2025-12-12T04:38:22.384+07:00
86,1765489102494,2025-12-12T04:38:22.494+07:00
87,1765489102610,2025-12-12T04:38:22.610+07:00
88,1765489102733,2025-12-12T04:38:22.733+07:00
89,1765489102855,2025-12-12T04:38:22.855+07:00
90,1765489102969,2025-12-12T04:38:22.969+07:00
91,1765489103083,2025-12-12T04:38:23.083+07:00
92,1765489103203,2025-12-12T04:38:23.203+07:00
93,1765489103330,2025-12-12T04:38:23.330+07:00
94,1765489103450,2025-12-12T04:38:23.450+07:00
95,1765489103568,2025-12-12T04:38:23.568+07:00
96,1765489103678,2025-12-12T04:38:23.678+07:00
97,1765489103806,2025-12-12T04:38:23.806+07:00
98,1765489103925,2025-12-12T04:38:23.925+07:00
99,1765489104043,2025-12-12T04:38:24.043+07:00
100,1765489104163,2025-12-12T04:38:24.163+07:00
101,1765489104286,2025-12-12T04:38:24.286+07:00
102,1765489104402,2025-12-12T04:38:24.402+07:00
103,1765489104522,2025-12-12T04:38:24.522+07:00
104,1765489104632,2025-12-12T04:38:24.632+07:00
105,1765489104760,2025-12-12T04:38:24.760+07:00
106,1765489104873,2025-12-12T04:38:24.873+07:00
107,1765489104983,2025-12-12T04:38:24.983+07:00
108,1765489105100,2025-12-12T04:38:25.100+07:00
109,1765489105229,2025-12-12T04:38:25.229+07:00
110,1765489105345,2025-12-12T04:38:25.345+07:00
111,1765489105453,2025-12-12T04:38:25.453+07:00
112,1765489105567,2025-12-12T04:38:25.567+07:00
113,1765489105688,2025-12-12T04:38:25.688+07:00
114,1765489105802,2025-12-12T04:38:25.802+07:00
115,1765489105918,2025-12-12T04:38:25.918+07:00
116,1765489106033,2025-12-12T04:38:26.033+07:00
117,1765489106152,2025-12-12T04:38:26.152+07:00
118,1765489106271,2025-12-12T04:38:26.271+07:00
119,1765489106383,2025-12-12T04:38:26.383+07:00
120,1765489106500,2025-12-12T04:38:26.500+07:00
121,1765489106618,2025-12-12T04:38:26.618+07:00
122,1765489106737,2025-12-12T04:38:26.737+07:00
123,1765489106852,2025-12-12T04:38:26.852+07:00
124,1765489106965,2025-12-12T04:38:26.965+07:00
125,1765489107082,2025-12-12T04:38:27.082+07:00
126,1765489107198,2025-12-12T04:38:27.198+07:00
127,1765489107312,2025-12-12T04:38:27.312+07:00
