frame_index,epoch_ms,timestamp_iso_utc7
0,1765486997939,2025-12-12T04:03:17.939+07:00
1,1765486997992,2025-12-12T04:03:17.992+07:00
2,1765486998046,2025-12-12T04:03:18.046+07:00
3,1765486998099,2025-12-12T04:03:18.099+07:00
4,1765486998153,2025-12-12T04:03:18.153+07:00
5,1765486999822,2025-12-12T04:03:19.822+07:00
6,1765486999874,2025-12-12T04:03:19.874+07:00
7,1765486999928,2025-12-12T04:03:19.928+07:00
8,1765486999980,2025-12-12T04:03:19.980+07:00
9,1765487000039,2025-12-12T04:03:20.039+07:00
10,1765487000093,2025-12-12T04:03:20.093+07:00
11,1765487000146,2025-12-12T04:03:20.146+07:00
12,1765487000198,2025-12-12T04:03:20.198+07:00
13,1765487000258,2025-12-12T04:03:20.258+07:00
14,1765487000310,2025-12-12T04:03:20.310+07:00
15,1765487000362,2025-12-12T04:03:20.362+07:00
16,1765487000416,2025-12-12T04:03:20.416+07:00
17,1765487000474,2025-12-12T04:03:20.474+07:00
18,1765487000526,2025-12-12T04:03:20.526+07:00
19,1765487000580,2025-12-12T04:03:20.580+07:00
20,1765487000632,2025-12-12T04:03:20.632+07:00
21,1765487000690,2025-12-12T04:03:20.690+07:00
22,1765487000744,2025-12-12T04:03:20.744+07:00
23,1765487000797,2025-12-12T04:03:20.797+07:00
24,1765487000850,2025-12-12T04:03:20.850+07:00
25,1765487000909,2025-12-12T04:03:20.909+07:00
26,1765487000961,2025-12-12T04:03:20.961+07:00
27,1765487001016,2025-12-12T04:03:21.016+07:00
28,1765487001070,2025-12-12T04:03:21.070+07:00
29,1765487001127,2025-12-12T04:03:21.127+07:00
30,1765487001179,2025-12-12T04:03:21.179+07:00
31,1765487001247,2025-12-12T04:03:21.247+07:00
32,1765487001299,2025-12-12T04:03:21.299+07:00
33,1765487001357,2025-12-12T04:03:21.357+07:00
34,1765487001411,2025-12-12T04:03:21.411+07:00
35,1765487001464,2025-12-12T04:03:21.464+07:00
36,1765487001516,2025-12-12T04:03:21.516+07:00
37,1765487001575,2025-12-12T04:03:21.575+07:00
38,1765487001627,2025-12-12T04:03:21.627+07:00
39,1765487001680,2025-12-12T04:03:21.680+07:00
