frame_index,epoch_ms,timestamp_iso_utc7
40,1765487001734,2025-12-12T04:03:21.734+07:00
41,1765487001792,2025-12-12T04:03:21.792+07:00
42,1765487001844,2025-12-12T04:03:21.844+07:00
43,1765487001897,2025-12-12T04:03:21.897+07:00
44,1765487001950,2025-12-12T04:03:21.950+07:00
45,1765487002008,2025-12-12T04:03:22.008+07:00
46,1765487002067,2025-12-12T04:03:22.067+07:00
47,1765487002119,2025-12-12T04:03:22.119+07:00
48,1765487002171,2025-12-12T04:03:22.171+07:00
49,1765487002231,2025-12-12T04:03:22.231+07:00
50,1765487002284,2025-12-12T04:03:22.284+07:00
51,1765487002337,2025-12-12T04:03:22.337+07:00
52,1765487002390,2025-12-12T04:03:22.390+07:00
53,1765487002447,2025-12-12T04:03:22.447+07:00
54,1765487002500,2025-12-12T04:03:22.500+07:00
55,1765487002553,2025-12-12T04:03:22.553+07:00
56,1765487002605,2025-12-12T04:03:22.605+07:00
57,1765487002664,2025-12-12T04:03:22.664+07:00
58,1765487002724,2025-12-12T04:03:22.724+07:00
59,1765487002776,2025-12-12T04:03:22.776+07:00
60,1765487002828,2025-12-12T04:03:22.828+07:00
61,1765487002887,2025-12-12T04:03:22.887+07:00
62,1765487002940,2025-12-12T04:03:22.940+07:00
63,1765487002992,2025-12-12T04:03:22.992+07:00
64,1765487003046,2025-12-12T04:03:23.046+07:00
65,1765487003103,2025-12-12T04:03:23.103+07:00
66,1765487003156,2025-12-12T04:03:23.156+07:00
67,1765487003209,2025-12-12T04:03:23.209+07:00
68,1765487003262,2025-12-12T04:03:23.262+07:00
69,1765487003320,2025-12-12T04:03:23.320+07:00
70,1765487003379,2025-12-12T04:03:23.379+07:00
71,1765487003431,2025-12-12T04:03:23.431+07:00
72,1765487003483,2025-12-12T04:03:23.483+07:00
73,1765487003542,2025-12-12T04:03:23.542+07:00
74,1765487003595,2025-12-12T04:03:23.595+07:00
75,1765487003647,2025-12-12T04:03:23.647+07:00
76,1765487003701,2025-12-12T04:03:23.701+07:00
77,1765487003758,2025-12-12T04:03:23.758+07:00
78,1765487003810,2025-12-12T04:03:23.810+07:00
79,1765487003864,2025-12-12T04:03:23.864+07:00
80,1765487003917,2025-12-12T04:03:23.917+07:00
81,1765487003976,2025-12-12T04:03:23.976+07:00
82,1765487004029,2025-12-12T04:03:24.029+07:00
83,1765487004084,2025-12-12T04:03:24.084+07:00
84,1765487004137,2025-12-12T04:03:24.137+07:00
85,1765487004196,2025-12-12T04:03:24.196+07:00
86,1765487004248,2025-12-12T04:03:24.248+07:00
87,1765487004301,2025-12-12T04:03:24.301+07:00
88,1765487004355,2025-12-12T04:03:24.355+07:00
89,1765487004413,2025-12-12T04:03:24.413+07:00
90,1765487004465,2025-12-12T04:03:24.465+07:00
91,1765487004519,2025-12-12T04:03:24.519+07:00
92,1765487004571,2025-12-12T04:03:24.571+07:00
93,1765487004629,2025-12-12T04:03:24.629+07:00
94,1765487004683,2025-12-12T04:03:24.683+07:00
95,1765487004739,2025-12-12T04:03:24.739+07:00
96,1765487004792,2025-12-12T04:03:24.792+07:00
97,1765487004851,2025-12-12T04:03:24.851+07:00
98,1765487004904,2025-12-12T04:03:24.904+07:00
99,1765487004956,2025-12-12T04:03:24.956+07:00
100,1765487005009,2025-12-12T04:03:25.009+07:00
101,1765487005068,2025-12-12T04:03:25.068+07:00
102,1765487005120,2025-12-12T04:03:25.120+07:00
103,1765487005174,2025-12-12T04:03:25.174+07:00
104,1765487005226,2025-12-12T04:03:25.226+07:00
105,1765487005285,2025-12-12T04:03:25.285+07:00
106,1765487005340,2025-12-12T04:03:25.340+07:00
107,1765487005396,2025-12-12T04:03:25.396+07:00
108,1765487005448,2025-12-12T04:03:25.448+07:00
109,1765487005508,2025-12-12T04:03:25.508+07:00
110,1765487005560,2025-12-12T04:03:25.560+07:00
111,1765487005612,2025-12-12T04:03:25.612+07:00
112,1765487005666,2025-12-12T04:03:25.666+07:00
113,1765487005724,2025-12-12T04:03:25.724+07:00
114,1765487005777,2025-12-12T04:03:25.777+07:00
115,1765487005830,2025-12-12T04:03:25.830+07:00
116,1765487005882,2025-12-12T04:03:25.882+07:00
117,1765487005941,2025-12-12T04:03:25.941+07:00
118,1765487005995,2025-12-12T04:03:25.995+07:00
119,1765487006047,2025-12-12T04:03:26.047+07:00
120,1765487006099,2025-12-12T04:03:26.099+07:00
121,1765487006159,2025-12-12T04:03:26.159+07:00
122,1765487006211,2025-12-12T04:03:26.211+07:00
